ID,Date,Currency,php_exchange_rate
907,"1980-06-25 00:00:00","US Dollar",7.525
908,"1980-06-26 00:00:00","US Dollar",7.528
909,"1980-06-27 00:00:00","US Dollar",7.526
912,"1980-06-30 00:00:00","US Dollar",7.528
913,"1980-07-01 00:00:00","US Dollar",7.529
914,"1980-07-02 00:00:00","US Dollar",7.53
915,"1980-07-03 00:00:00","US Dollar",7.53
919,"1980-07-07 00:00:00","US Dollar",7.53
920,"1980-07-08 00:00:00","US Dollar",7.53
921,"1980-07-09 00:00:00","US Dollar",7.535
922,"1980-07-10 00:00:00","US Dollar",7.54
923,"1980-07-11 00:00:00","US Dollar",7.5425
926,"1980-07-14 00:00:00","US Dollar",7.5425
927,"1980-07-15 00:00:00","US Dollar",7.544
928,"1980-07-16 00:00:00","US Dollar",7.55
929,"1980-07-17 00:00:00","US Dollar",7.55
930,"1980-07-18 00:00:00","US Dollar",7.545
933,"1980-07-21 00:00:00","US Dollar",7.5465
934,"1980-07-22 00:00:00","US Dollar",7.5475
935,"1980-07-23 00:00:00","US Dollar",7.5485
936,"1980-07-24 00:00:00","US Dollar",7.5525
937,"1980-07-25 00:00:00","US Dollar",7.5525
940,"1980-07-28 00:00:00","US Dollar",7.5525
941,"1980-07-29 00:00:00","US Dollar",7.5525
942,"1980-07-30 00:00:00","US Dollar",7.55
943,"1980-07-31 00:00:00","US Dollar",7.55
944,"1980-08-01 00:00:00","US Dollar",7.55
947,"1980-08-04 00:00:00","US Dollar",7.55
948,"1980-08-05 00:00:00","US Dollar",7.55
949,"1980-08-06 00:00:00","US Dollar",7.5525
950,"1980-08-07 00:00:00","US Dollar",7.555
951,"1980-08-08 00:00:00","US Dollar",7.554
954,"1980-08-11 00:00:00","US Dollar",7.5575
955,"1980-08-12 00:00:00","US Dollar",7.556
956,"1980-08-13 00:00:00","US Dollar",7.5565
957,"1980-08-14 00:00:00","US Dollar",7.558
958,"1980-08-15 00:00:00","US Dollar",7.5565
961,"1980-08-18 00:00:00","US Dollar",7.5565
962,"1980-08-19 00:00:00","US Dollar",7.5585
963,"1980-08-20 00:00:00","US Dollar",7.559
964,"1980-08-21 00:00:00","US Dollar",7.559
965,"1980-08-22 00:00:00","US Dollar",7.5585
968,"1980-08-25 00:00:00","US Dollar",7.5575
970,"1980-08-27 00:00:00","US Dollar",7.559
971,"1980-08-28 00:00:00","US Dollar",7.559
972,"1980-08-29 00:00:00","US Dollar",7.56
975,"1980-09-01 00:00:00","US Dollar",7.56
976,"1980-09-02 00:00:00","US Dollar",7.56
977,"1980-09-03 00:00:00","US Dollar",7.56
978,"1980-09-04 00:00:00","US Dollar",7.5635
979,"1980-09-05 00:00:00","US Dollar",7.564
982,"1980-09-08 00:00:00","US Dollar",7.565
983,"1980-09-09 00:00:00","US Dollar",7.565
984,"1980-09-10 00:00:00","US Dollar",7.5655
985,"1980-09-11 00:00:00","US Dollar",7.5655
986,"1980-09-12 00:00:00","US Dollar",7.565
989,"1980-09-15 00:00:00","US Dollar",7.561
990,"1980-09-16 00:00:00","US Dollar",7.56
991,"1980-09-17 00:00:00","US Dollar",7.5625
992,"1980-09-18 00:00:00","US Dollar",7.5635
993,"1980-09-19 00:00:00","US Dollar",7.5625
997,"1980-09-23 00:00:00","US Dollar",7.56
998,"1980-09-24 00:00:00","US Dollar",7.5615
999,"1980-09-25 00:00:00","US Dollar",7.5615
1000,"1980-09-26 00:00:00","US Dollar",7.5605
1003,"1980-09-29 00:00:00","US Dollar",7.56
1004,"1980-09-30 00:00:00","US Dollar",7.5595
1005,"1980-10-01 00:00:00","US Dollar",7.561
1006,"1980-10-02 00:00:00","US Dollar",7.5625
1007,"1980-10-03 00:00:00","US Dollar",7.5615
1010,"1980-10-06 00:00:00","US Dollar",7.5615
1011,"1980-10-07 00:00:00","US Dollar",7.563
1012,"1980-10-08 00:00:00","US Dollar",7.5645
1013,"1980-10-09 00:00:00","US Dollar",7.564
1014,"1980-10-10 00:00:00","US Dollar",7.562
1017,"1980-10-13 00:00:00","US Dollar",7.562
1018,"1980-10-14 00:00:00","US Dollar",7.5645
1019,"1980-10-15 00:00:00","US Dollar",7.5675
1020,"1980-10-16 00:00:00","US Dollar",7.568
1021,"1980-10-17 00:00:00","US Dollar",7.5685
1024,"1980-10-20 00:00:00","US Dollar",7.57
1025,"1980-10-21 00:00:00","US Dollar",7.57
1026,"1980-10-22 00:00:00","US Dollar",7.5715
1027,"1980-10-23 00:00:00","US Dollar",7.573
1031,"1980-10-27 00:00:00","US Dollar",7.5715
1032,"1980-10-28 00:00:00","US Dollar",7.57
1033,"1980-10-29 00:00:00","US Dollar",7.57
1034,"1980-10-30 00:00:00","US Dollar",7.5715
1038,"1980-11-03 00:00:00","US Dollar",7.5715
1039,"1980-11-04 00:00:00","US Dollar",7.5725
1041,"1980-11-06 00:00:00","US Dollar",7.5725
1042,"1980-11-07 00:00:00","US Dollar",7.572
1045,"1980-11-10 00:00:00","US Dollar",7.572
1046,"1980-11-11 00:00:00","US Dollar",7.575
1047,"1980-11-12 00:00:00","US Dollar",7.575
1048,"1980-11-13 00:00:00","US Dollar",7.5795
1049,"1980-11-14 00:00:00","US Dollar",7.5815
1052,"1980-11-17 00:00:00","US Dollar",7.5825
1053,"1980-11-18 00:00:00","US Dollar",7.5835
1054,"1980-11-19 00:00:00","US Dollar",7.584
1055,"1980-11-20 00:00:00","US Dollar",7.584
1056,"1980-11-21 00:00:00","US Dollar",7.585
1059,"1980-11-24 00:00:00","US Dollar",7.586
1060,"1980-11-25 00:00:00","US Dollar",7.587
1061,"1980-11-26 00:00:00","US Dollar",7.588
1066,"1980-12-01 00:00:00","US Dollar",7.5915
1067,"1980-12-02 00:00:00","US Dollar",7.5915
1068,"1980-12-03 00:00:00","US Dollar",7.592
1069,"1980-12-04 00:00:00","US Dollar",7.592
1070,"1980-12-05 00:00:00","US Dollar",7.593
1073,"1980-12-08 00:00:00","US Dollar",7.593
1074,"1980-12-09 00:00:00","US Dollar",7.5935
1075,"1980-12-10 00:00:00","US Dollar",7.5935
1076,"1980-12-11 00:00:00","US Dollar",7.594
1077,"1980-12-12 00:00:00","US Dollar",7.593
1080,"1980-12-15 00:00:00","US Dollar",7.593
1081,"1980-12-16 00:00:00","US Dollar",7.593
1082,"1980-12-17 00:00:00","US Dollar",7.5935
1084,"1980-12-19 00:00:00","US Dollar",7.5945
1087,"1980-12-22 00:00:00","US Dollar",7.595
1088,"1980-12-23 00:00:00","US Dollar",7.6
1089,"1980-12-24 00:00:00","US Dollar",7.6
1094,"1980-12-29 00:00:00","US Dollar",7.6
1098,"1981-01-02 00:00:00","US Dollar",7.6
1101,"1981-01-05 00:00:00","US Dollar",7.6
1102,"1981-01-06 00:00:00","US Dollar",7.6035
1103,"1981-01-07 00:00:00","US Dollar",7.604
1104,"1981-01-08 00:00:00","US Dollar",7.6135
1105,"1981-01-09 00:00:00","US Dollar",7.62
1108,"1981-01-12 00:00:00","US Dollar",7.625
1109,"1981-01-13 00:00:00","US Dollar",7.6225
1110,"1981-01-14 00:00:00","US Dollar",7.6275
1111,"1981-01-15 00:00:00","US Dollar",7.634
1112,"1981-01-16 00:00:00","US Dollar",7.64
1115,"1981-01-19 00:00:00","US Dollar",7.64
1116,"1981-01-20 00:00:00","US Dollar",7.65
1117,"1981-01-21 00:00:00","US Dollar",7.65
1118,"1981-01-22 00:00:00","US Dollar",7.6495
1119,"1981-01-23 00:00:00","US Dollar",7.649
1122,"1981-01-26 00:00:00","US Dollar",7.65
1123,"1981-01-27 00:00:00","US Dollar",7.651
1124,"1981-01-28 00:00:00","US Dollar",7.65
1125,"1981-01-29 00:00:00","US Dollar",7.6495
1126,"1981-01-30 00:00:00","US Dollar",7.65
1129,"1981-02-02 00:00:00","US Dollar",7.6525
1130,"1981-02-03 00:00:00","US Dollar",7.653
1131,"1981-02-04 00:00:00","US Dollar",7.653
1132,"1981-02-05 00:00:00","US Dollar",7.6515
1136,"1981-02-09 00:00:00","US Dollar",7.653
1137,"1981-02-10 00:00:00","US Dollar",7.655
1138,"1981-02-11 00:00:00","US Dollar",7.655
1139,"1981-02-12 00:00:00","US Dollar",7.658
1140,"1981-02-13 00:00:00","US Dollar",7.66
1143,"1981-02-16 00:00:00","US Dollar",7.67
1144,"1981-02-17 00:00:00","US Dollar",7.6725
1145,"1981-02-18 00:00:00","US Dollar",7.6725
1146,"1981-02-19 00:00:00","US Dollar",7.6725
1147,"1981-02-20 00:00:00","US Dollar",7.68
1150,"1981-02-23 00:00:00","US Dollar",7.68
1151,"1981-02-24 00:00:00","US Dollar",7.685
1152,"1981-02-25 00:00:00","US Dollar",7.688
1153,"1981-02-26 00:00:00","US Dollar",7.695
1154,"1981-02-27 00:00:00","US Dollar",7.7025
1157,"1981-03-02 00:00:00","US Dollar",7.705
1158,"1981-03-03 00:00:00","US Dollar",7.71
1159,"1981-03-04 00:00:00","US Dollar",7.715
1160,"1981-03-05 00:00:00","US Dollar",7.7175
1161,"1981-03-06 00:00:00","US Dollar",7.715
1164,"1981-03-09 00:00:00","US Dollar",7.7175
1165,"1981-03-10 00:00:00","US Dollar",7.72
1166,"1981-03-11 00:00:00","US Dollar",7.72
1167,"1981-03-12 00:00:00","US Dollar",7.725
1168,"1981-03-13 00:00:00","US Dollar",7.7275
1171,"1981-03-16 00:00:00","US Dollar",7.7275
1172,"1981-03-17 00:00:00","US Dollar",7.73
1173,"1981-03-18 00:00:00","US Dollar",7.731
1174,"1981-03-19 00:00:00","US Dollar",7.733
1175,"1981-03-20 00:00:00","US Dollar",7.735
1178,"1981-03-23 00:00:00","US Dollar",7.735
1179,"1981-03-24 00:00:00","US Dollar",7.74
1180,"1981-03-25 00:00:00","US Dollar",7.7425
1181,"1981-03-26 00:00:00","US Dollar",7.745
1182,"1981-03-27 00:00:00","US Dollar",7.75
1185,"1981-03-30 00:00:00","US Dollar",7.76
1186,"1981-03-31 00:00:00","US Dollar",7.765
1187,"1981-04-01 00:00:00","US Dollar",7.765
1188,"1981-04-02 00:00:00","US Dollar",7.77
1189,"1981-04-03 00:00:00","US Dollar",7.7725
1194,"1981-04-08 00:00:00","US Dollar",7.775
1195,"1981-04-09 00:00:00","US Dollar",7.78
1196,"1981-04-10 00:00:00","US Dollar",7.785
1199,"1981-04-13 00:00:00","US Dollar",7.785
1200,"1981-04-14 00:00:00","US Dollar",7.7875
1201,"1981-04-15 00:00:00","US Dollar",7.7875
1206,"1981-04-20 00:00:00","US Dollar",7.79
1207,"1981-04-21 00:00:00","US Dollar",7.7925
1208,"1981-04-22 00:00:00","US Dollar",7.795
1209,"1981-04-23 00:00:00","US Dollar",7.7975
1210,"1981-04-24 00:00:00","US Dollar",7.8
1213,"1981-04-27 00:00:00","US Dollar",7.8
1214,"1981-04-28 00:00:00","US Dollar",7.81
1215,"1981-04-29 00:00:00","US Dollar",7.815
1216,"1981-04-30 00:00:00","US Dollar",7.82
1220,"1981-05-04 00:00:00","US Dollar",7.82
1221,"1981-05-05 00:00:00","US Dollar",7.8215
1223,"1981-05-07 00:00:00","US Dollar",7.8215
1224,"1981-05-08 00:00:00","US Dollar",7.827
1227,"1981-05-11 00:00:00","US Dollar",7.832
1228,"1981-05-12 00:00:00","US Dollar",7.835
1229,"1981-05-13 00:00:00","US Dollar",7.84
1230,"1981-05-14 00:00:00","US Dollar",7.8425
1231,"1981-05-15 00:00:00","US Dollar",7.85
1234,"1981-05-18 00:00:00","US Dollar",7.8525
1235,"1981-05-19 00:00:00","US Dollar",7.855
1236,"1981-05-20 00:00:00","US Dollar",7.86
1237,"1981-05-21 00:00:00","US Dollar",7.86
1238,"1981-05-22 00:00:00","US Dollar",7.86
1241,"1981-05-25 00:00:00","US Dollar",7.865
1242,"1981-05-26 00:00:00","US Dollar",7.865
1243,"1981-05-27 00:00:00","US Dollar",7.875
1244,"1981-05-28 00:00:00","US Dollar",7.885
1245,"1981-05-29 00:00:00","US Dollar",7.89
1248,"1981-06-01 00:00:00","US Dollar",7.89
1249,"1981-06-02 00:00:00","US Dollar",7.895
1250,"1981-06-03 00:00:00","US Dollar",7.9015
1251,"1981-06-04 00:00:00","US Dollar",7.91
1252,"1981-06-05 00:00:00","US Dollar",7.1975
1255,"1981-06-08 00:00:00","US Dollar",7.93
1256,"1981-06-09 00:00:00","US Dollar",7.94
1257,"1981-06-10 00:00:00","US Dollar",7.95
1258,"1981-06-11 00:00:00","US Dollar",7.9495
1264,"1981-06-17 00:00:00","US Dollar",7.9495
1265,"1981-06-18 00:00:00","US Dollar",7.9495
1266,"1981-06-19 00:00:00","US Dollar",7.949
1269,"1981-06-22 00:00:00","US Dollar",7.9495
1270,"1981-06-23 00:00:00","US Dollar",7.9495
1272,"1981-06-25 00:00:00","US Dollar",7.95
1273,"1981-06-26 00:00:00","US Dollar",7.95
1276,"1981-06-29 00:00:00","US Dollar",7.9495
1277,"1981-06-30 00:00:00","US Dollar",7.949
1278,"1981-07-01 00:00:00","US Dollar",7.9485
1279,"1981-07-02 00:00:00","US Dollar",7.9485
1280,"1981-07-03 00:00:00","US Dollar",7.948
1283,"1981-07-06 00:00:00","US Dollar",7.948
1284,"1981-07-07 00:00:00","US Dollar",7.949
1285,"1981-07-08 00:00:00","US Dollar",7.9495
1286,"1981-07-09 00:00:00","US Dollar",7.9495
1287,"1981-07-10 00:00:00","US Dollar",7.9495
1290,"1981-07-13 00:00:00","US Dollar",7.949
1291,"1981-07-14 00:00:00","US Dollar",7.9485
1292,"1981-07-15 00:00:00","US Dollar",7.949
1293,"1981-07-16 00:00:00","US Dollar",7.949
1294,"1981-07-17 00:00:00","US Dollar",7.949
1297,"1981-07-20 00:00:00","US Dollar",7.949
1298,"1981-07-21 00:00:00","US Dollar",7.949
1299,"1981-07-22 00:00:00","US Dollar",7.9495
1300,"1981-07-23 00:00:00","US Dollar",7.9495
1301,"1981-07-24 00:00:00","US Dollar",7.9495
1304,"1981-07-27 00:00:00","US Dollar",7.9495
1305,"1981-07-28 00:00:00","US Dollar",7.9495
1306,"1981-07-29 00:00:00","US Dollar",7.9495
1307,"1981-07-30 00:00:00","US Dollar",7.95
1308,"1981-07-31 00:00:00","US Dollar",7.95
1311,"1981-08-03 00:00:00","US Dollar",7.95
1312,"1981-08-04 00:00:00","US Dollar",7.95
1313,"1981-08-05 00:00:00","US Dollar",7.95
1314,"1981-08-06 00:00:00","US Dollar",7.9515
1315,"1981-08-07 00:00:00","US Dollar",7.9515
1318,"1981-08-10 00:00:00","US Dollar",7.9515
1319,"1981-08-11 00:00:00","US Dollar",7.952
1320,"1981-08-12 00:00:00","US Dollar",7.952
1321,"1981-08-13 00:00:00","US Dollar",7.952
1322,"1981-08-14 00:00:00","US Dollar",7.9515
1325,"1981-08-17 00:00:00","US Dollar",7.951
1326,"1981-08-18 00:00:00","US Dollar",7.95
1327,"1981-08-19 00:00:00","US Dollar",7.95
1328,"1981-08-20 00:00:00","US Dollar",7.95
1329,"1981-08-21 00:00:00","US Dollar",7.9495
1332,"1981-08-24 00:00:00","US Dollar",7.9495
1333,"1981-08-25 00:00:00","US Dollar",7.95
1334,"1981-08-26 00:00:00","US Dollar",7.9515
1335,"1981-08-27 00:00:00","US Dollar",7.9565
1336,"1981-08-28 00:00:00","US Dollar",7.957
1339,"1981-08-31 00:00:00","US Dollar",7.957
1340,"1981-09-01 00:00:00","US Dollar",7.965
1341,"1981-09-02 00:00:00","US Dollar",7.965
1342,"1981-09-03 00:00:00","US Dollar",7.9655
1343,"1981-09-04 00:00:00","US Dollar",7.97
1346,"1981-09-07 00:00:00","US Dollar",7.97
1347,"1981-09-08 00:00:00","US Dollar",7.97
1348,"1981-09-09 00:00:00","US Dollar",7.98
1349,"1981-09-10 00:00:00","US Dollar",7.989
1350,"1981-09-11 00:00:00","US Dollar",7.99
1353,"1981-09-14 00:00:00","US Dollar",7.995
1354,"1981-09-15 00:00:00","US Dollar",7.995
1355,"1981-09-16 00:00:00","US Dollar",7.995
1356,"1981-09-17 00:00:00","US Dollar",7.995
1357,"1981-09-18 00:00:00","US Dollar",7.995
1360,"1981-09-21 00:00:00","US Dollar",7.997
1361,"1981-09-22 00:00:00","US Dollar",7.997
1362,"1981-09-23 00:00:00","US Dollar",8.005
1363,"1981-09-24 00:00:00","US Dollar",8.01
1364,"1981-09-25 00:00:00","US Dollar",8.02
1367,"1981-09-28 00:00:00","US Dollar",8.015
1368,"1981-09-29 00:00:00","US Dollar",8.018
1369,"1981-09-30 00:00:00","US Dollar",8.022
1370,"1981-10-01 00:00:00","US Dollar",8.035
1371,"1981-10-02 00:00:00","US Dollar",8.047
1374,"1981-10-05 00:00:00","US Dollar",8.04
1375,"1981-10-06 00:00:00","US Dollar",8.05
1376,"1981-10-07 00:00:00","US Dollar",8.05
1377,"1981-10-08 00:00:00","US Dollar",8.048
1378,"1981-10-09 00:00:00","US Dollar",8.054
1381,"1981-10-12 00:00:00","US Dollar",8.06
1382,"1981-10-13 00:00:00","US Dollar",8.06
1383,"1981-10-14 00:00:00","US Dollar",8.064
1384,"1981-10-15 00:00:00","US Dollar",8.067
1385,"1981-10-16 00:00:00","US Dollar",8.07
1388,"1981-10-19 00:00:00","US Dollar",8.073
1389,"1981-10-20 00:00:00","US Dollar",8.076
1390,"1981-10-21 00:00:00","US Dollar",8.078
1391,"1981-10-22 00:00:00","US Dollar",8.078
1392,"1981-10-23 00:00:00","US Dollar",8.08
1395,"1981-10-26 00:00:00","US Dollar",8.077
1396,"1981-10-27 00:00:00","US Dollar",8.07
1397,"1981-10-28 00:00:00","US Dollar",8.065
1398,"1981-10-29 00:00:00","US Dollar",8.086
1399,"1981-10-30 00:00:00","US Dollar",8.083
1403,"1981-11-03 00:00:00","US Dollar",8.1
1404,"1981-11-04 00:00:00","US Dollar",8.097
1405,"1981-11-05 00:00:00","US Dollar",8.097
1406,"1981-11-06 00:00:00","US Dollar",8.087
1409,"1981-11-09 00:00:00","US Dollar",8.083
1410,"1981-11-10 00:00:00","US Dollar",8.083
1411,"1981-11-11 00:00:00","US Dollar",8.11
1412,"1981-11-12 00:00:00","US Dollar",8.095
1413,"1981-11-13 00:00:00","US Dollar",8.095
1416,"1981-11-16 00:00:00","US Dollar",8.1
1417,"1981-11-17 00:00:00","US Dollar",8.115
1418,"1981-11-18 00:00:00","US Dollar",8.097
1419,"1981-11-19 00:00:00","US Dollar",8.097
1420,"1981-11-20 00:00:00","US Dollar",8.106
1423,"1981-11-23 00:00:00","US Dollar",8.112
1424,"1981-11-24 00:00:00","US Dollar",8.11
1425,"1981-11-25 00:00:00","US Dollar",8.11
1426,"1981-11-26 00:00:00","US Dollar",8.11
1427,"1981-11-27 00:00:00","US Dollar",8.113
1431,"1981-12-01 00:00:00","US Dollar",8.112
1432,"1981-12-02 00:00:00","US Dollar",8.11
1433,"1981-12-03 00:00:00","US Dollar",8.1
1434,"1981-12-04 00:00:00","US Dollar",8.1
1437,"1981-12-07 00:00:00","US Dollar",8.1
1438,"1981-12-08 00:00:00","US Dollar",8.095
1439,"1981-12-09 00:00:00","US Dollar",8.1
1440,"1981-12-10 00:00:00","US Dollar",8.095
1441,"1981-12-11 00:00:00","US Dollar",8.112
1444,"1981-12-14 00:00:00","US Dollar",8.112
1445,"1981-12-15 00:00:00","US Dollar",8.112
1446,"1981-12-16 00:00:00","US Dollar",8.121
1447,"1981-12-17 00:00:00","US Dollar",8.123
1448,"1981-12-18 00:00:00","US Dollar",8.135
1451,"1981-12-21 00:00:00","US Dollar",8.157
1452,"1981-12-22 00:00:00","US Dollar",8.173
1453,"1981-12-23 00:00:00","US Dollar",8.184
1454,"1981-12-24 00:00:00","US Dollar",8.183
1458,"1981-12-28 00:00:00","US Dollar",8.2
1459,"1981-12-29 00:00:00","US Dollar",8.2
1465,"1982-01-04 00:00:00","US Dollar",8.204
1466,"1982-01-05 00:00:00","US Dollar",8.21
1467,"1982-01-06 00:00:00","US Dollar",8.21
1468,"1982-01-07 00:00:00","US Dollar",8.215
1469,"1982-01-08 00:00:00","US Dollar",8.232
1472,"1982-01-11 00:00:00","US Dollar",8.242
1473,"1982-01-12 00:00:00","US Dollar",8.25
1474,"1982-01-13 00:00:00","US Dollar",8.26
1475,"1982-01-14 00:00:00","US Dollar",8.273
1476,"1982-01-15 00:00:00","US Dollar",8.28
1479,"1982-01-18 00:00:00","US Dollar",8.285
1480,"1982-01-19 00:00:00","US Dollar",8.282
1481,"1982-01-20 00:00:00","US Dollar",8.273
1482,"1982-01-21 00:00:00","US Dollar",8.269
1483,"1982-01-22 00:00:00","US Dollar",8.26
1486,"1982-01-25 00:00:00","US Dollar",8.26
1487,"1982-01-26 00:00:00","US Dollar",8.26
1488,"1982-01-27 00:00:00","US Dollar",8.27
1489,"1982-01-28 00:00:00","US Dollar",8.275
1490,"1982-01-29 00:00:00","US Dollar",8.275
1493,"1982-02-01 00:00:00","US Dollar",8.275
1494,"1982-02-02 00:00:00","US Dollar",8.272
1495,"1982-02-03 00:00:00","US Dollar",8.2655
1496,"1982-02-04 00:00:00","US Dollar",8.2655
1497,"1982-02-05 00:00:00","US Dollar",8.27
1500,"1982-02-08 00:00:00","US Dollar",8.275
1501,"1982-02-09 00:00:00","US Dollar",8.275
1502,"1982-02-10 00:00:00","US Dollar",8.278
1503,"1982-02-11 00:00:00","US Dollar",8.28
1504,"1982-02-12 00:00:00","US Dollar",8.28
1507,"1982-02-15 00:00:00","US Dollar",8.28
1508,"1982-02-16 00:00:00","US Dollar",8.285
1509,"1982-02-17 00:00:00","US Dollar",8.287
1510,"1982-02-18 00:00:00","US Dollar",8.29
1511,"1982-02-19 00:00:00","US Dollar",8.29
1514,"1982-02-22 00:00:00","US Dollar",8.277
1515,"1982-02-23 00:00:00","US Dollar",8.286
1516,"1982-02-24 00:00:00","US Dollar",8.31
1517,"1982-02-25 00:00:00","US Dollar",8.31
1518,"1982-02-26 00:00:00","US Dollar",8.31
1521,"1982-03-01 00:00:00","US Dollar",8.304
1522,"1982-03-02 00:00:00","US Dollar",8.307
1523,"1982-03-03 00:00:00","US Dollar",8.317
1524,"1982-03-04 00:00:00","US Dollar",8.325
1525,"1982-03-05 00:00:00","US Dollar",8.325
1528,"1982-03-08 00:00:00","US Dollar",8.33
